"filename", "language", "PHP", "Python", "JSON with Comments", "HTML", "Markdown", "JSON", "CSS", "JavaScript", "Java", "XML", "Batch", "Properties", "comment", "blank", "total"
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\GPIO\gpio.py", "Python", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 91
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\README.md", "Markdown", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 12, 36
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\Sensor_Heart.py", "Python", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 34
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\Sensor_Temperature.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\GPIO\gpio.py", "Python", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 91
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\README.md", "Markdown", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\key.json", "JSON", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\lflowalerts.py", "Python", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 88
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\main.py", "Python", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 94
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\settings.json", "JSON with Comments", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\about\index.html", "HTML", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 55
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\about\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\about\style.css", "CSS", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\emergency\countdown.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\emergency\emergency.html", "HTML", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 53
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\emergency\index.html", "HTML", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 56
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\emergency\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\emergency\style.css", "CSS", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 22
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\events.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\global\clock.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 3, 16
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\global\fade\fade.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 2, 13
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\global\global.css", "CSS", 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 5, 25, 245
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\global\keyboard\keyboard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 9, 48, 251
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\global\rotatingwelcome.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 3, 23
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\home\index.html", "HTML", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 61
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\home\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\home\style.css", "CSS", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\index.html", "HTML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 72
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\load-redirect.html", "HTML", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\old.html", "HTML", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\final.html", "HTML", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 56
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\index.html", "HTML", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 70
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 5, 22
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\setup\1.html", "HTML", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\setup\2.html", "HTML", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\setup\3.html", "HTML", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\setup\4.html", "HTML", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\setup\5.html", "HTML", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 66
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\setup\6.html", "HTML", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 66
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\setup\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 1, 9
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\setup\style.css", "CSS", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\register\style.css", "CSS", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 38
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\reminders\index.html", "HTML", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 80
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\reminders\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\reminders\style.css", "CSS", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\sensor\index.html", "HTML", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\sensor\module\s-heart.html", "HTML", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 73
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\sensor\module\s-oxygen.html", "HTML", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 73
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\sensor\module\s-temp.html", "HTML", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 73
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\sensor\module\style.css", "CSS", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 12, 61
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\sensor\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\sensor\style.css", "CSS", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 5, 73
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\accessibility\index.html", "HTML", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\accessibility\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 2, 9, 39
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\accessibility\style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\contacts\1.html", "HTML", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\contacts\2.html", "HTML", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\contacts\3.html", "HTML", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\contacts\index.html", "HTML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 72
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\contacts\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 6, 22
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\contacts\style.css", "CSS", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\general\index.html", "HTML", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 63
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\general\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 2, 10, 44
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\general\style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\index.html", "HTML", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 66
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\info\1.html", "HTML", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\info\2.html", "HTML", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\info\3.html", "HTML", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\info\index.html", "HTML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\info\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 5, 22
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\info\style.css", "CSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 2, 7, 36
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\settings\style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\web\style.css", "CSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 2, 12
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\backup\windows_no_gpio.py", "Python", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 49
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\heartrate_monitor.py", "Python", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 73
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\hrcalc.py", "Python", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 35, 195
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\key.json", "JSON", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\lflowalerts.py", "Python", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 88
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\main.py", "Python", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 136
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\max30102.py", "Python", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 29, 158
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\settings.json", "JSON with Comments", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\about\index.html", "HTML", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 70
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\about\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\about\style.css", "CSS", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\emergency\countdown.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\emergency\emergency.html", "HTML", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 62
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\emergency\index.html", "HTML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\emergency\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 4, 4, 30
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\emergency\style.css", "CSS", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 22
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\events.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 2, 5, 29
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\global\clock.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 3, 11, 51
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\global\fade\fade.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 2, 13
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\global\global.css", "CSS", 0, 0, 0, 0, 0, 0, 229, 0, 0, 0, 0, 0, 5, 25, 259
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\global\keyboard\keyboard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 9, 48, 251
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\global\rotatingwelcome.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 3, 23
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\home\index.html", "HTML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 70
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\home\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\home\style.css", "CSS", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\index.html", "HTML", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 81
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\load-redirect.html", "HTML", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\old.html", "HTML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\index.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\final.html", "HTML", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\index.html", "HTML", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 79
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 5, 22
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\setup\1.html", "HTML", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\setup\2.html", "HTML", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\setup\3.html", "HTML", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\setup\4.html", "HTML", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\setup\5.html", "HTML", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 75
